video_name,predicted_label,confidence_score
04_01__kitchen_still__6I623VU9,1,0.9992117285728455
04_01__outside_talking_still_laughing__0XUW13RW,1,0.9901338219642639
04_01__outside_talking_still_laughing__6I623VU9,1,0.9997230768203735
04_01__secret_conversation__6I623VU9,1,0.8675070405006409
04_06__kitchen_still__ZK95PQDE,1,0.9992395043373108
04_07__exit_phone_room__ITC0C48B,1,0.9991523027420044
04_07__kitchen_pan__XRK7FGZX,1,0.9997447729110718
04_12__walking_down_street_outside_angry__96TQKDFJ,1,0.9999758005142212
04_13__podium_speech_happy__00T3UYOR,1,0.9998074769973755
04_13__secret_conversation__00T3UYOR,1,0.8671815991401672
04_13__walking_down_street_outside_angry__00T3UYOR,1,0.9999764561653137
04_13__walking_outside_cafe_disgusted__00T3UYOR,1,0.9999611377716064
04_18__kitchen_still__NAXINA1N,1,0.9993590712547302
04_21__walking_down_street_outside_angry__5Y31RZP8,1,0.9999107122421265
04_26__outside_talking_still_laughing__WX836VLY,1,0.9998480081558228
05_08__talking_against_wall__PRBCE28Z,1,0.9999784231185913
05_16__exit_phone_room__B62WCGUN,1,0.999981701374054
05_16__walk_down_hall_angry__OSXCUOHX,1,0.9999924898147583
05_16__walk_down_hall_angry__U9WZI5LK,1,0.9834548830986023
05_17__hugging_happy__YTJYYDO9,1,0.999904990196228
05_17__walking_down_street_outside_angry__M3H96PDQ,1,0.9999375939369202
05_28__exit_phone_room__U9LRLJ6N,1,0.9998349547386169
05_28__kitchen_still__W3J028UG,1,0.9990243911743164
06_02__podium_speech_happy__N8OSN8P6,1,0.9900810718536377
06_02__walk_down_hall_angry__37DH75GQ,1,0.9985712170600891
06_03__talking_against_wall__4I8LRXWF,1,0.998184859752655
06_04__outside_talking_still_laughing__ZK95PQDE,1,0.994589626789093
06_04__walking_outside_cafe_disgusted__ZK95PQDE,1,0.9993020296096802
06_07__exit_phone_room__NMGYPBXE,1,0.9992762207984924
06_07__kitchen_pan__NMGYPBXE,1,0.9990113973617554
06_07__walking_down_street_outside_angry__NMGYPBXE,1,0.999833345413208
06_11__walking_outside_cafe_disgusted__MX659QU8,1,0.9984658360481262
06_12__outside_talking_pan_laughing__3K21NFNM,1,0.9915297627449036
06_12__podium_speech_happy__0VR4Y891,1,0.9997286200523376
06_12__podium_speech_happy__3K21NFNM,1,0.9998130202293396
06_14__outside_talking_pan_laughing__8U9ULZDT,1,0.9922190308570862
06_14__walking_and_outside_surprised__8U9ULZDT,1,0.9603404402732849
06_14__walking_down_indoor_hall_disgust__8U9ULZDT,1,0.9707162380218506
06_15__exit_phone_room__QRCD27P8,1,0.9826090931892395
06_15__outside_talking_still_laughing__QRCD27P8,1,0.9933291077613831
06_15__walking_and_outside_surprised__QRCD27P8,1,0.965167760848999
06_18__outside_talking_pan_laughing__DEA1TCLN,1,0.9993430972099304
06_18__outside_talking_still_laughing__M36D0OJT,1,0.9998934268951416
06_18__podium_speech_happy__DEA1TCLN,1,0.9975456595420837
06_18__walk_down_hall_angry__LH0KWJKM,1,0.9997126460075378
06_20__kitchen_pan__6SUW7063,1,0.9999904036521912
06_25__outside_talking_pan_laughing__MI9BDQ7M,1,0.9999672174453735
06_25__talking_angry_couch__MI9BDQ7M,1,0.9996082782745361
06_25__walking_and_outside_surprised__MI9BDQ7M,1,0.965911865234375
06_26__kitchen_pan__L5BVR5L9,1,0.9995772838592529
06_26__kitchen_still__L5BVR5L9,1,0.9999645352363586
06_27__talking_angry_couch__JOG5PB18,1,0.9973490238189697
06_27__walking_and_outside_surprised__O7L5Z9U8,1,0.9608089923858643
07_02__talking_angry_couch__1H07DFQJ,1,0.8529412150382996
07_02__walking_down_street_outside_angry__O4SXNLRL,1,0.9999793767929077
07_03__hugging_happy__7NGMD8FT,1,0.993507444858551
07_03__outside_talking_pan_laughing__IFSURI9X,1,0.994818925857544
07_03__podium_speech_happy__6PHZRQ4H,1,0.9995039105415344
07_03__secret_conversation__IFSURI9X,1,0.9738931059837341
07_03__talking_angry_couch__WPT3Z2KN,1,0.8584792613983154
07_03__walking_outside_cafe_disgusted__F0YYEA5W,1,0.9380818605422974
07_06__kitchen_pan__NMGYPBXE,1,0.9953807592391968
07_06__outside_talking_still_laughing__NMGYPBXE,1,0.9981914758682251
07_06__walking_down_street_outside_angry__NMGYPBXE,1,0.9858750700950623
07_09__outside_talking_still_laughing__N9CWME71,1,0.9999455809593201
07_09__walk_down_hall_angry__N9CWME71,1,0.9909152388572693
07_12__outside_talking_still_laughing__0VN0A2T3,1,0.9992357492446899
07_13__walking_outside_cafe_disgusted__RVQCPCJF,1,0.9982261061668396
07_14__exit_phone_room__P9QFO50U,1,0.9976604580879211
07_14__talking_against_wall__P9QFO50U,1,0.999595046043396
07_15__hugging_happy__9Z2MLKVX,1,0.9977551698684692
07_20__outside_talking_pan_laughing__KV6Q7D6C,1,0.9989719390869141
07_20__talking_against_wall__KV6Q7D6C,1,0.9995399713516235
07_21__exit_phone_room__K7KXUHMU,1,0.9989327192306519
07_21__outside_talking_still_laughing__K7KXUHMU,1,0.9999610185623169
07_21__talking_against_wall__MKU99DVX,1,0.9979752898216248
07_25__walk_down_hall_angry__PAE9HCA8,1,0.9996673464775085
07_26__walk_down_hall_angry__FGNGC2GT,1,0.9996502995491028
07_26__walking_down_street_outside_angry__FGNGC2GT,1,0.9998791217803955
07_27__walking_down_street_outside_angry__3RH5PR6S,1,0.9996392726898193
08_05__walk_down_hall_angry__FBICSP2C,1,0.9771905541419983
08_16__podium_speech_happy__8Q7JCS95,1,0.9883573651313782
08_28__outside_talking_pan_laughing__8BC35RFU,1,0.9918244481086731
09_01__talking_against_wall__O8HNNX43,1,0.9994133114814758
09_01__walk_down_hall_angry__6TSGVLHA,1,0.9997202157974243
09_02__walk_down_hall_angry__6KUOFMZW,1,0.999843955039978
09_02__walking_down_street_outside_angry__6KUOFMZW,1,0.9999675750732422
09_02__walking_down_street_outside_angry__9TDCEK1Q,1,0.9998393654823303
09_03__kitchen_pan__8DTEGQ54,1,0.9826439619064331
09_03__talking_against_wall__8DTEGQ54,1,0.9978161454200745
09_07__kitchen_pan__N9CWME71,1,0.978092610836029
09_13__kitchen_pan__21H6XSPE,1,0.9819689393043518
09_13__outside_talking_pan_laughing__LPT427RY,1,0.9963151216506958
09_18__outside_talking_pan_laughing__3VP8836C,1,0.9729625582695007
09_20__kitchen_pan__98NUQ3E6,1,0.9800646901130676
09_20__podium_speech_happy__O5X0AWR9,1,0.9996036291122437
09_20__talking_angry_couch__0IRM5ADD,1,0.846848726272583
09_25__walking_down_street_outside_angry__5041ODBN,1,0.9999632239341736
09_26__talking_against_wall__C3K20JOL,1,0.9998951554298401
09_26__walk_down_hall_angry__QSE5A0GF,1,0.9998458623886108
10_19__kitchen_still__IDX76N5R,1,0.9998462796211243
10_22__kitchen_pan__EHARPYBT,1,0.9960015416145325
10_22__kitchen_still__EHARPYBT,1,0.9999845623970032
